MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20100112,NE,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,NE,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,NE,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,NE,83.46,16.54,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,NE,84.75,15.25,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091006,NE,81.59,18.41,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20090929,NE,95.67,4.33,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090922,NE,95.67,4.33,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090915,NE,95.67,4.33,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090908,NE,95.31,4.69,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,NE,95.31,4.69,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,NE,88.61,11.39,3.53,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,NE,88.61,11.39,3.53,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,NE,71.13,28.87,5.02,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,NE,71.15,28.85,2.76,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,NE,76.25,23.75,2.06,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,NE,76.25,23.75,2.06,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,NE,83.71,16.29,2.06,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,NE,94.73,5.27,1.64,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,NE,95.35,4.65,2.10,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,NE,87.00,13.00,0.67,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,NE,79.64,20.36,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,NE,72.06,27.94,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,NE,61.22,38.78,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,NE,83.22,16.78,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,NE,77.78,22.22,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,NE,85.70,14.30,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,NE,85.88,14.12,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,NE,71.81,28.19,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,NE,98.43,1.57,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,NE,89.26,10.74,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,NE,86.31,13.69,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,NE,87.85,12.15,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,NE,87.37,12.63,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,NE,88.99,11.01,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,NE,88.99,11.01,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,NE,88.99,11.01,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
